overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime
3,TRUE,"03 15, 2017",A3LBTMJ453T4W6,B0014F7B98,MSM,"Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements",Meh,1489536000
5,TRUE,"03 15, 2017",A2NBGWZH3VC2EW,B0014F7B98,Kathy,Love these! Super light and comfortable!,Five Stars,1489536000
5,TRUE,"03 14, 2017",A3B5TYITM5FKRO,B0014F7B98,Jonika R.,Loved the products and services!!,Five Stars,1489449600
5,TRUE,"03 13, 2017",A2O3GSYI4B5Z9H,B0014F7B98,Letitia C,It's hard to find a lightweight athletic shoe with a wide toe box. This shoe has that. I am happy with the support for walking and everyday wear. I wouldn't run in them. Now I just have to stock up on as many pair as I can afford before Nike discontinues them :). Don't you hate when that happens?,Hurry before they're gone!,1489363200
5,TRUE,"03 12, 2017",AG1CF6PFNBOQH,B0014F7B98,anat,"The shoes are amazing,very comfortable and fit as expected highly recommended. :)",Amazing,1489276800
5,TRUE,"03 8, 2017",A1LLDHUO4OLXYI,B0014F7B98,mommyof2,Super comfy!!,Five Stars,1488931200
4,TRUE,"03 8, 2017",A37K0VP2H8FKOU,B0014F7B98,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough,1488931200
4,TRUE,"03 8, 2017",A37K0VP2H8FKOU,B0014F7B98,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough,1488931200
5,TRUE,"03 6, 2017",AZYHPRWLMSY9O,B0014F7B98,Dj Tab,Look great,Five Stars,1488758400
5,FALSE,"02 26, 2017",A1GZ9Z5M3Q4FDK,B0014F7B98,Holly S.,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.","Simple look, outstanding comfort!",1488067200
4,TRUE,"02 24, 2017",A3F5015D4BBJM9,B0014F7B98,Hedy,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,My second favorite.,1487894400
5,TRUE,"02 24, 2017",ABKS5CX4GI72B,B0014F7B98,Blue,I love them!,Five Stars,1487894400
4,TRUE,"02 21, 2017",A2A1WECA7Y5UPN,B0014F7B98,Derek,normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order.,Fit to actual size.,1487635200
5,TRUE,"02 21, 2017",A3PRZ9ESGB2KPU,B0014F7B98,kwa,love these shoes. use them to workout inside and to work,Five Stars,1487635200
3,TRUE,"02 16, 2017",A3JGWZXFBDENRB,B0014F7B98,Amazon Customer,"I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.","Too small, flimsy upper",1487203200
5,TRUE,"02 15, 2017",A6BHQ6FNIRI1K,B0014F7B98,Donna Omar,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",Great for kickboxing,1487116800
5,TRUE,"02 13, 2017",A1EE1EP2G0HKQ,B0014F7B98,Deborah Bodiford,They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,These shoes are great for walking - so very comfortable,1486944000
5,TRUE,"02 12, 2017",A2DDYH2QTGQ6FZ,B0014F7B98,gmathil,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,Good choice for training shoe,1486857600
5,TRUE,"02 11, 2017",A2T47RI1J0I7JM,B0014F7B98,Brooke R,Light weight and comfortable,Five Stars,1486771200
4,TRUE,"02 8, 2017",ABWHIDHK8JSRD,B0014F7B98,ddsmith8,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers,1486512000
4,TRUE,"02 6, 2017",ADUWEIS0CHJV8,B0014F7B98,Julie W.,"Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.",I love them but they are definitely bright orange/coral and not ...,1486339200
2,TRUE,"02 2, 2017",A2JD3RN8JCO62Z,B0014F7B98,Amazon Customer,Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them.,Color was not at all what i expected. It ...,1485993600
5,TRUE,"02 1, 2017",A3BN0MRGRDKM0J,B0014F7B98,j.morris,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!,1485907200
3,TRUE,"01 31, 2017",AODFGQL9CC7G7,B0014F7B98,ZS87,Squeaky,Three Stars,1485820800
5,TRUE,"01 25, 2017",A13P82MG3XFWV1,B0014F7B98,Amazon Customer,"If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.",then you should pretty much know your size,1485302400
5,TRUE,"01 22, 2017",A8I41EKH4UI1Y,B0014F7B98,SLM,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!,Nice Support,1485043200
5,TRUE,"01 20, 2017",ADJRDVMENHF0J,B0014F7B98,Skiman,"Good quality, perfect fit.  It's a Nike!",Good Sneaker,1484870400
5,TRUE,"01 18, 2017",A3QKKFB26AZSMG,B0014F7B98,Susana Ibarra,"Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",Satisfied,1484697600
2,TRUE,"01 18, 2017",A1IE5BGNY2JTF4,B0014F7B98,Debra A.,"I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.",Too large,1484697600
5,TRUE,"01 18, 2017",A1F6LKEC43RSZM,B0014F7B98,Tara S.,"Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.",colors look great together.,1484697600
5,TRUE,"01 18, 2017",A3BZKR332FQEP8,B0014F7B98,Amazon Customer,Love them!!,Five Stars,1484697600
4,TRUE,"01 18, 2017",ARY4E7Y947T9P,B0014F7B98,Kindle Customer,"Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!",but if I wear thick socks they are fine. Also,1484697600
1,TRUE,"01 15, 2017",A8DR2Z71DERN0,B0014F7B98,Dawn Rosa,After less than a week the sole ripped off on the outside of the shoe,Poor quality for Nike,1484438400
4,TRUE,"01 13, 2017",A3RP2S6J4VUA7D,B0014F7B98,Amazon Customer,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,04-May,1484265600
5,TRUE,"01 12, 2017",A34NDY5V71MVJ6,B0014F7B98,Bpiq,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",LOVE!,1484179200
5,TRUE,"01 12, 2017",A2AXI9WHORKU6X,B0014F7B98,J. Spatsie,Cute and comfortable,Five Stars,1484179200
5,TRUE,"01 10, 2017",AOYR5V85UYA8O,B0014F7B98,Amazon Customer,Very comfortable.,Five Stars,1484006400
5,TRUE,"01 7, 2017",A38Z4KJHHVY0AU,B0014F7B98,Amazon Customer,"Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.",Correct size,1483747200
5,TRUE,"01 7, 2017",A1WK3VVSUB1FY7,B0014F7B98,STACEY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,1483747200
4,TRUE,"01 6, 2017",A3KWGJH9EBRLE8,B0014F7B98,Amazon Customer,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows,1483660800
1,TRUE,"01 4, 2017",A199ICSPL9EXJ5,B0014F7B98,KaDecha Richardson,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!",I ordered the Nike Women's Flex Supreme TR3 instead and love them!,1483488000
5,TRUE,"01 4, 2017",A11D8CLU9H24YK,B0014F7B98,Wendy L. Brady,"wow these are the most comfortable, light weight shoes. I love them!!",so light & comfortable!,1483488000
5,TRUE,"01 1, 2017",A3A90ECS7ALV4T,B0014F7B98,marysaw,love the lightweight and the fit,Five Stars,1483228800
5,TRUE,"01 1, 2017",A1LLX8PMQSAUHT,B0014F7B98,teco,"fits perfect, my daughter loves them",Five Stars,1483228800
5,TRUE,"12 31, 2016",A62VUJ6MUZU6M,B0014F7B98,sultari,"Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.",these were a perfect fit. They are light and very comfortable,1483142400
5,TRUE,"12 29, 2016",A37RTXMIC21YOH,B0014F7B98,R Hyden,Came quick and my daughter LOVES them,Five Stars,1482969600
5,TRUE,"12 29, 2016",A2JMHGCCBZPYP4,B0014F7B98,Amazon Customer,Great Gift - she loved it!  It's a nice shoe!,Five Stars,1482969600
5,TRUE,"12 28, 2016",A29KOO6WMPLGOQ,B0014F7B98,Amazon Customer,Perfect!,Just what I wanted!,1482883200
5,TRUE,"12 28, 2016",A3LWEZO2OWFJX5,B0014F7B98,B.G. - Iliinois,"Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ...,1482883200
5,TRUE,"12 27, 2016",A1IR4GED6BXNSR,B0014F7B98,M. Ridgell,Great product and fast shipping!,Five Stars,1482796800
2,TRUE,"12 25, 2016",A9MNC403IAKFS,B0014F7B98,caridad Hidalgo,"Tried one in the store and bought it online but it was a different  kind of shoe . Too big , different fit !",Tried one in the store and bought it online but ...,1482624000
5,TRUE,"12 23, 2016",ASEXDKPTYY14D,B0014F7B98,Tomoe,"I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",I had the older generation of this shoe that survived ...,1482451200
5,TRUE,"12 22, 2016",AEHOCC2S72M38,B0014F7B98,Amazon Customer,This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,Five Stars,1482364800
2,TRUE,"12 16, 2016",A1R7S4XNZLSLBH,B0014F7B98,Wollstonecraft,I returned these as they were not true to size. They ran large.,Not true to size,1481846400
1,TRUE,"12 15, 2016",A3PTZ7IHGU9BA8,B0014F7B98,Amazon Customer,wrong shoes,One Star,1481760000
5,TRUE,"12 12, 2016",AZ7P3NH09B66S,B0014F7B98,Cotton,There very nice,Nice,1481500800
5,TRUE,"12 12, 2016",A37OEAOYVLKYC,B0014F7B98,Lisa (Hartford CT),"I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.",Great,1481500800
4,TRUE,"12 8, 2016",A1QGX3IWOHIZYA,B0014F7B98,Jenny Jones,Just too big otherwise I liked them!,Four Stars,1481155200
4,TRUE,"12 4, 2016",A1DF4MM3K93J0W,B0014F7B98,Andrea Valdez,Comfortable shoe.  I would buy again,Four Stars,1480809600
4,TRUE,"12 2, 2016",A2VMKNYTJ973O3,B0014F7B98,Amazon Customer,Light weight and comfortable.,Four Stars,1480636800
5,TRUE,"12 2, 2016",A1OZMZ4FLR5UPW,B0014F7B98,Deborah M. Klein,Fit my size perfectly and very comfortable!,Five Stars,1480636800
5,TRUE,"12 1, 2016",A3G2IEH99QRNYP,B0014F7B98,Heather,Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Five Stars,1480550400
5,TRUE,"11 28, 2016",A9E07GS8ZV3ON,B0014F7B98,Kindle Customer,Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Five Stars,1480291200
5,TRUE,"11 27, 2016",ACDIEMICS7XGC,B0014F7B98,Shopping Queen,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,1480204800
5,TRUE,"11 23, 2016",A1223JGQ0GRSPT,B0014F7B98,CStaples,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,1479859200
4,FALSE,"11 21, 2016",AUDAQGK21DH1Z,B0014F7B98,Yusra,"i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D",very comfortable but limited use,1479686400
4,TRUE,"11 16, 2016",ATSUXY7ASCGPY,B0014F7B98,Lara Miller,Not a lot of arch support but really lightweight.,Four Stars,1479254400
5,TRUE,"11 16, 2016",AY6GA8WZR3JKV,B0014F7B98,Amazon Customer,EXCELLENT,Five Stars,1479254400
3,TRUE,"11 14, 2016",A1NBH6OGAD3BSK,B0014F7B98,Khs,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,1479081600
5,TRUE,"11 11, 2016",A3DIMXA53RL7P,B0014F7B98,B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400
4,TRUE,"11 11, 2016",A2RI4IA5982B8I,B0014F7B98,Wejdan Turkistani,Light-weight comfy shoes.,Four Stars,1478822400
5,TRUE,"11 9, 2016",A1EWNWTJPKEO4Z,B0014F7B98,Amazon Customer,Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!,1478649600
4,TRUE,"11 8, 2016",AXKDU1CHG7Y4,B0014F7B98,Lauren Nielsen,"Wish they had a little more support/cushion, but I love everything else about them!","Overall, a grwat shoe.",1478563200
5,TRUE,"11 7, 2016",A2FCRNY9C46Q4H,B0014F7B98,Darlene Christ,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,1478476800
